Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Cluster
1321,4499,1,4,2,2014,Rural,Poor,No,921836,-1
1322,3494,2,4,1,1998,Urban,Good,Yes,980728,-1
1323,3006,1,4,3,1946,Downtown,Poor,No,53052,-1
1324,4109,2,2,3,2002,Urban,Fair,Yes,339416,-1
1325,4053,2,3,1,1970,Suburban,Excellent,No,353294,-1
1326,1953,5,1,1,1937,Suburban,Poor,No,801564,-1
1327,3856,4,3,3,1995,Urban,Poor,Yes,198388,-1
1328,1015,4,3,1,1966,Downtown,Fair,No,496605,-1
1329,538,2,4,2,1961,Downtown,Excellent,Yes,712600,-1
1330,3842,3,1,1,2008,Suburban,Excellent,No,933527,-1
1331,1386,3,3,1,1938,Downtown,Good,Yes,380918,-1
1332,3344,1,3,3,1936,Urban,Good,Yes,879607,-1
1333,2704,1,1,2,2018,Rural,Fair,Yes,443781,-1
1334,1598,5,4,1,2013,Urban,Excellent,No,66375,-1
1335,2323,2,3,2,1985,Suburban,Excellent,Yes,599998,-1
1336,3701,1,2,2,1907,Suburban,Good,Yes,755255,-1
1337,3655,1,3,2,1980,Suburban,Good,Yes,828912,-1
1338,3593,2,2,3,1951,Downtown,Fair,No,720534,-1
1339,4030,5,4,1,1990,Urban,Excellent,Yes,419170,-1
1340,4278,1,3,3,1932,Rural,Poor,No,530545,-1
1341,3396,5,1,1,2009,Urban,Good,No,77597,-1
1342,3953,4,1,1,1980,Rural,Fair,No,386433,-1
1343,4011,5,3,3,1941,Urban,Excellent,Yes,481613,-1
1344,1488,3,4,2,1975,Suburban,Excellent,Yes,135687,-1
1345,4616,3,4,2,2011,Rural,Good,No,168968,-1
1346,4526,5,1,1,2009,Urban,Fair,Yes,614562,-1
1347,4679,3,3,3,1926,Downtown,Poor,Yes,517453,-1
1348,2182,4,4,2,2011,Downtown,Good,No,253570,-1
1349,4463,2,1,2,1907,Urban,Fair,No,481413,-1
1350,1433,3,2,1,1922,Suburban,Excellent,Yes,622922,-1
1351,4098,3,3,1,2023,Rural,Poor,No,866473,-1
1352,3733,5,2,3,2005,Urban,Fair,Yes,974752,-1
1353,2480,4,2,1,2012,Downtown,Poor,No,397509,-1
1354,2355,2,4,2,1963,Rural,Fair,Yes,969707,-1
1355,3556,5,4,2,2022,Downtown,Fair,Yes,888418,-1
1356,1292,5,4,2,1992,Downtown,Fair,No,861802,-1
1357,1291,4,3,2,2013,Urban,Fair,Yes,347391,-1
1358,2309,2,2,3,1919,Downtown,Poor,Yes,960835,-1
1359,2755,4,3,3,1915,Rural,Good,No,431688,-1
1360,4110,2,4,1,1916,Suburban,Poor,Yes,256994,-1
1361,2107,4,2,1,1979,Urban,Fair,Yes,830768,-1
1362,1484,5,3,1,1918,Rural,Poor,Yes,443650,-1
1363,4176,5,3,3,2019,Urban,Poor,No,637270,-1
1364,3880,1,1,2,2019,Downtown,Poor,No,901612,-1
1365,1019,3,3,1,1907,Downtown,Fair,No,682822,-1
1366,1090,4,4,2,1937,Rural,Poor,No,739834,-1
1367,1550,1,3,1,1937,Rural,Excellent,No,336788,-1
1368,4133,3,2,1,1952,Suburban,Fair,Yes,612781,-1
1369,4944,4,3,1,1992,Rural,Poor,Yes,395968,-1
1370,1459,2,1,1,2004,Rural,Excellent,Yes,564922,-1
1371,1192,3,2,1,1999,Urban,Poor,No,971463,-1
1372,4399,5,2,2,1989,Downtown,Good,Yes,883721,-1
1373,4973,1,1,1,1930,Rural,Poor,No,978647,-1
1374,3446,3,4,2,1943,Suburban,Poor,Yes,482809,-1
1375,1026,3,2,3,1959,Rural,Good,No,482331,-1
1376,3724,5,4,1,1975,Downtown,Fair,Yes,816505,-1
1377,2753,4,2,2,2018,Rural,Good,Yes,727900,-1
1378,3844,2,2,3,1916,Urban,Fair,No,347625,-1
1379,4465,5,4,3,1978,Downtown,Good,Yes,276577,-1
1380,2375,2,2,3,1972,Rural,Poor,Yes,651385,-1
1381,2263,4,4,2,1938,Urban,Poor,No,859010,-1
1382,1020,3,1,1,1941,Downtown,Fair,Yes,980291,-1
1383,1516,2,4,1,1947,Rural,Fair,Yes,384192,-1
1384,616,1,1,2,1911,Urban,Excellent,No,564771,-1
1385,2933,1,2,1,1995,Suburban,Excellent,No,233951,-1
1386,1083,5,4,2,1988,Urban,Poor,No,191668,-1
1387,894,4,2,1,2002,Suburban,Poor,No,503885,-1
1388,4288,5,4,3,1917,Rural,Excellent,No,463146,-1
1389,3268,5,1,1,1978,Urban,Excellent,Yes,229022,-1
1390,4667,5,1,2,1995,Suburban,Fair,No,932169,-1
1391,4360,1,4,2,1905,Downtown,Good,No,330831,-1
1392,773,1,1,3,2021,Urban,Fair,Yes,496049,-1
1393,2513,5,2,2,2007,Rural,Excellent,Yes,172540,-1
1394,4933,1,2,1,1942,Downtown,Poor,Yes,741349,-1
1395,1889,4,3,1,2015,Suburban,Excellent,Yes,866615,-1
1396,4066,5,1,3,1934,Urban,Poor,Yes,332902,-1
1397,665,1,2,2,1997,Urban,Poor,No,706442,-1
1398,2067,2,4,3,2001,Rural,Poor,Yes,812301,-1
1399,1228,5,1,1,2019,Downtown,Poor,No,670656,-1
1400,2543,5,2,3,1953,Urban,Good,Yes,620179,-1
1401,4697,4,1,2,2020,Urban,Excellent,No,96901,-1
1402,3996,3,4,3,1961,Downtown,Fair,Yes,526728,-1
1403,1278,3,2,2,1968,Urban,Poor,No,416056,-1
1404,713,4,3,2,1981,Downtown,Poor,No,645350,-1
1405,4262,4,3,1,1915,Downtown,Fair,No,539838,-1
1406,2076,4,1,1,1907,Downtown,Fair,No,726923,-1
1407,2948,3,4,1,1988,Rural,Poor,No,908440,-1
1408,3436,4,2,2,1995,Downtown,Fair,No,445991,-1
1409,3617,1,4,3,1989,Downtown,Fair,No,983332,-1
1410,1091,5,2,2,2015,Suburban,Good,No,553528,-1
1411,3220,5,1,1,1985,Suburban,Fair,No,569149,-1
1412,1213,2,2,1,1930,Rural,Excellent,No,854406,-1
1413,1435,2,4,3,2006,Downtown,Excellent,Yes,727748,-1
1414,4837,5,4,1,1909,Suburban,Excellent,No,654879,-1
1415,501,1,1,1,1955,Suburban,Poor,No,302990,-1
1416,3348,3,4,1,2020,Urban,Excellent,Yes,330759,-1
1417,4544,3,2,3,1975,Downtown,Good,No,72838,-1
1418,2449,1,1,2,2016,Suburban,Excellent,No,352872,-1
1419,1417,3,2,1,1991,Rural,Poor,Yes,690537,-1
1420,3674,4,4,3,1969,Urban,Good,Yes,652288,-1
1421,2741,5,1,1,2022,Urban,Excellent,No,364942,-1
1422,589,5,2,3,1919,Downtown,Good,Yes,515992,-1
1423,2209,1,4,1,1904,Downtown,Good,No,987126,-1
1424,2669,3,4,3,1922,Urban,Poor,No,194608,-1
1425,4738,2,3,1,1908,Rural,Poor,No,186772,-1
1426,3541,2,4,2,1957,Downtown,Good,Yes,744199,-1
1427,605,3,2,1,1958,Downtown,Excellent,No,846680,-1
1428,1386,2,1,3,1992,Urban,Poor,No,95291,-1
1429,927,1,3,1,1979,Urban,Good,Yes,919061,-1
1430,2395,1,4,2,1953,Downtown,Fair,No,265963,-1
1431,816,3,4,1,1945,Suburban,Fair,No,175612,-1
1432,1134,2,4,3,1921,Downtown,Poor,No,591465,-1
1433,2425,1,2,3,1963,Suburban,Excellent,No,462699,-1
1434,2556,1,3,2,1907,Urban,Fair,No,93815,-1
1435,3644,4,2,3,2022,Suburban,Fair,No,874965,-1
1436,2770,4,3,1,1919,Rural,Fair,Yes,836458,-1
1437,1939,1,1,1,1950,Urban,Excellent,No,154997,-1
1438,1052,3,2,1,1977,Downtown,Excellent,No,110611,-1
1439,1215,5,2,3,1938,Downtown,Poor,Yes,661530,-1
1440,4411,5,1,1,1936,Urban,Poor,No,467876,-1
1441,2213,1,3,1,1949,Urban,Fair,No,760463,-1
1442,3889,1,4,1,1933,Rural,Excellent,Yes,417057,-1
1443,1607,1,1,2,1974,Urban,Good,Yes,92082,-1
1444,4706,3,4,3,2017,Downtown,Fair,Yes,197330,-1
1445,750,4,4,3,2003,Rural,Poor,Yes,677901,-1
1446,2930,1,1,3,1932,Downtown,Excellent,Yes,934747,-1
1447,2554,1,3,2,1930,Suburban,Poor,Yes,926122,-1
1448,958,2,4,3,2022,Urban,Poor,Yes,145220,-1
1449,707,3,1,2,1953,Suburban,Excellent,No,589677,-1
1450,1399,1,2,2,1943,Downtown,Fair,No,141860,-1
1451,3961,2,2,3,1933,Suburban,Excellent,No,733045,-1
1452,3885,5,2,1,2013,Suburban,Fair,Yes,502436,-1
1453,521,1,1,1,1970,Downtown,Poor,No,994699,-1
1454,909,1,2,3,2021,Downtown,Excellent,Yes,71797,-1
1455,1394,2,4,3,2012,Urban,Good,No,948407,-1
1456,1014,3,2,2,2017,Suburban,Fair,No,933601,-1
1457,4609,1,2,3,1961,Rural,Good,No,820227,-1
1458,2634,5,4,2,1922,Rural,Fair,No,640620,-1
1459,4095,1,2,3,1945,Downtown,Excellent,Yes,810943,-1
1460,3456,5,4,1,1955,Downtown,Good,Yes,274997,-1
1461,2060,4,2,1,1906,Suburban,Excellent,No,506123,-1
1462,1766,4,4,3,2017,Downtown,Fair,Yes,450404,-1
1463,2669,5,2,2,1988,Rural,Fair,Yes,335840,-1
1464,4138,3,4,1,1960,Urban,Fair,No,52024,-1
1465,1249,1,1,2,1902,Urban,Fair,Yes,479201,-1
1466,3927,1,4,3,2022,Suburban,Poor,Yes,711944,-1
1467,2427,4,2,3,1937,Urban,Fair,Yes,403142,-1
1468,4304,5,2,1,1983,Downtown,Good,Yes,208116,-1
1469,4202,1,3,3,1933,Downtown,Fair,No,831627,-1
1470,2856,1,4,1,2012,Downtown,Excellent,No,317429,-1
1471,2835,3,1,2,1943,Downtown,Poor,Yes,506331,-1
1472,806,2,4,1,2007,Suburban,Good,No,843802,-1
1473,4165,4,4,1,1929,Urban,Poor,No,67903,-1
1474,2489,4,1,2,1916,Rural,Poor,No,737859,-1
1475,1161,2,4,1,1958,Urban,Poor,Yes,934336,-1
1476,811,1,1,1,1909,Downtown,Excellent,Yes,859427,-1
1477,3420,3,1,3,1998,Rural,Poor,No,417304,-1
1478,1582,3,4,2,1983,Suburban,Poor,No,478416,-1
1479,3471,4,4,1,1917,Downtown,Fair,Yes,662665,-1
1480,1254,3,2,2,1944,Downtown,Excellent,No,251474,-1
1481,4630,2,2,2,2007,Rural,Good,Yes,456782,-1
1482,852,1,3,1,1990,Suburban,Good,No,874254,-1
1483,1402,2,3,3,1958,Rural,Good,Yes,419556,-1
1484,4388,5,4,2,1961,Suburban,Excellent,Yes,887654,-1
1485,658,4,1,1,1958,Downtown,Good,Yes,930520,-1
1486,2477,3,3,2,1948,Urban,Excellent,Yes,543301,-1
1487,1456,5,4,3,1999,Downtown,Fair,No,402594,-1
1488,2571,3,3,3,1962,Urban,Fair,Yes,493884,-1
1489,903,1,1,3,1986,Urban,Excellent,No,683654,-1
1490,3279,1,4,1,1931,Suburban,Good,Yes,422222,-1
1491,1887,1,1,1,1909,Rural,Excellent,Yes,638141,-1
1492,3953,3,4,3,1910,Suburban,Excellent,No,235715,-1
1493,1455,5,3,1,2001,Downtown,Poor,No,960226,-1
1494,2212,1,2,3,1969,Rural,Excellent,No,203405,-1
1495,1773,5,3,1,2022,Urban,Poor,Yes,459174,-1
1496,4311,3,3,3,2004,Urban,Fair,Yes,626730,-1
1497,3125,5,2,2,1961,Downtown,Poor,No,464170,-1
1498,2882,3,2,3,1946,Rural,Excellent,Yes,280755,-1
1499,1941,3,4,3,1933,Downtown,Fair,No,583963,-1
1500,3479,4,4,1,1999,Downtown,Poor,Yes,139590,-1
1501,2297,3,1,1,2000,Suburban,Excellent,Yes,420714,-1
1502,4890,3,1,1,1916,Downtown,Fair,Yes,343805,-1
1503,4509,2,3,1,2003,Rural,Poor,No,638577,-1
1504,1894,1,2,1,2003,Downtown,Excellent,Yes,67184,-1
1505,4781,4,1,1,1953,Rural,Excellent,No,884395,-1
1506,1769,4,3,2,1975,Urban,Good,No,731182,-1
1507,4214,4,2,3,1984,Downtown,Good,Yes,505519,-1
1508,1029,2,4,3,1939,Rural,Poor,No,257537,-1
1509,4123,3,3,3,1918,Urban,Poor,No,841699,-1
1510,3458,1,4,2,1966,Rural,Poor,Yes,233719,-1
1511,3414,5,1,3,1981,Urban,Excellent,No,899246,-1
1512,4091,3,1,2,1952,Suburban,Poor,No,872457,-1
1513,2647,2,2,2,2014,Downtown,Excellent,Yes,171246,-1
1514,3869,3,3,2,1963,Downtown,Poor,Yes,389749,-1
1515,1439,3,4,3,1982,Urban,Excellent,Yes,706341,-1
1516,1025,2,2,2,1946,Suburban,Excellent,No,879868,-1
1517,501,4,1,3,1905,Rural,Good,No,723832,-1
1518,874,4,1,3,1915,Suburban,Fair,Yes,200408,-1
1519,2840,1,3,1,1971,Rural,Excellent,No,730947,-1
1520,4505,1,4,1,2011,Rural,Poor,Yes,913624,-1
1521,3552,4,3,2,1917,Downtown,Good,Yes,287439,-1
1522,2865,5,4,2,1951,Urban,Poor,Yes,957023,-1
1523,2025,3,4,3,1947,Downtown,Poor,No,396655,-1
1524,4976,5,3,2,1942,Downtown,Excellent,No,583953,-1
1525,2146,3,2,2,1938,Downtown,Excellent,Yes,732457,-1
1526,513,4,3,3,1948,Rural,Fair,Yes,927709,-1
1527,2778,1,3,2,2012,Downtown,Excellent,No,626762,-1
1528,3655,1,1,2,1911,Rural,Excellent,Yes,777333,-1
1529,629,5,1,3,2008,Urban,Fair,No,468401,-1
1530,4314,1,3,3,1909,Rural,Poor,Yes,125911,-1
1531,3716,4,3,1,1970,Rural,Fair,Yes,142643,-1
1532,3438,5,1,3,2009,Suburban,Fair,No,866916,-1
1533,4428,3,4,1,1954,Downtown,Fair,No,309383,-1
1534,2540,1,3,2,1900,Downtown,Good,No,413309,-1
1535,527,2,2,3,1948,Downtown,Poor,No,226682,-1
1536,2613,1,2,3,1935,Downtown,Good,No,756167,-1
1537,1752,3,2,3,1920,Suburban,Good,Yes,862267,-1
1538,4856,5,3,2,1936,Suburban,Excellent,Yes,800639,-1
1539,2546,3,4,1,2015,Suburban,Fair,No,146453,-1
1540,4523,2,4,2,1923,Suburban,Fair,No,628078,-1
1541,4896,4,1,2,1954,Downtown,Good,Yes,782320,-1
1542,3874,1,3,3,1924,Rural,Excellent,Yes,846075,-1
1543,3966,5,4,1,1906,Urban,Excellent,No,387990,-1
1544,3581,4,3,2,2005,Suburban,Excellent,No,462167,-1
1545,4278,3,1,3,1980,Rural,Poor,Yes,535320,-1
1546,1129,5,1,2,1992,Suburban,Good,No,458449,-1
1547,769,4,1,2,1993,Downtown,Poor,Yes,587488,-1
1548,3139,5,2,3,1970,Downtown,Excellent,Yes,626563,-1
1549,2493,2,3,3,1996,Rural,Excellent,No,519284,-1
1550,3391,2,1,1,1970,Rural,Excellent,Yes,925433,-1
1551,3932,1,3,2,2021,Rural,Fair,Yes,726651,-1
1552,1780,1,2,3,1923,Downtown,Good,Yes,354592,-1
1553,2860,2,2,3,1910,Downtown,Fair,No,998084,-1
1554,1075,5,1,1,1972,Urban,Poor,Yes,665973,-1
1555,1807,2,1,1,1911,Rural,Fair,No,464562,-1
1556,3692,1,4,3,1934,Urban,Good,Yes,847051,-1
1557,3678,2,3,1,1962,Suburban,Fair,Yes,679742,-1
1558,3234,2,1,3,1967,Urban,Excellent,Yes,576054,-1
1559,2712,5,4,2,1999,Suburban,Poor,Yes,839981,-1
1560,2852,4,3,1,1991,Suburban,Poor,Yes,724053,-1
1561,4068,1,1,2,1956,Urban,Excellent,No,505235,-1
1562,2155,5,4,2,1912,Rural,Excellent,No,540674,-1
1563,2079,2,4,2,1922,Suburban,Excellent,Yes,830644,-1
1564,2703,2,3,3,1982,Rural,Good,No,944370,-1
1565,1890,4,4,2,2005,Downtown,Fair,No,964105,-1
1566,2242,1,3,2,2000,Suburban,Poor,Yes,543496,-1
1567,2425,1,3,2,1938,Downtown,Fair,No,884760,-1
1568,1119,3,3,3,1987,Urban,Excellent,No,520917,-1
1569,1774,1,2,2,1979,Rural,Excellent,No,270172,-1
1570,1456,4,4,2,1996,Urban,Fair,No,75301,-1
1571,2439,3,3,1,1911,Suburban,Poor,Yes,619051,-1
1572,4453,3,1,3,1933,Downtown,Good,No,201837,-1
1573,2881,2,2,2,1970,Suburban,Fair,Yes,881219,-1
1574,1468,2,2,1,1974,Urban,Excellent,Yes,957107,-1
1575,1816,1,4,3,1930,Rural,Excellent,No,57425,-1
1576,1543,3,3,3,1992,Rural,Good,Yes,325001,-1
1577,781,2,4,3,1961,Suburban,Fair,No,233843,-1
1578,3344,4,2,3,1912,Suburban,Good,Yes,405143,-1
1579,1558,2,3,3,1930,Downtown,Good,No,465660,-1
1580,4793,2,1,3,1901,Urban,Poor,No,833849,-1
1581,3032,3,3,2,2002,Suburban,Poor,Yes,615745,-1
1582,4328,3,2,2,1914,Downtown,Excellent,No,545496,-1
1583,1508,5,1,2,1956,Suburban,Fair,No,785101,-1
1584,1729,4,3,2,1974,Rural,Poor,No,443920,-1
1585,1535,3,1,1,1933,Downtown,Excellent,No,579740,-1
1586,775,1,1,2,2002,Downtown,Fair,Yes,161153,-1
1587,3240,4,2,3,1967,Suburban,Excellent,Yes,875294,-1
1588,2789,4,1,2,1974,Urban,Poor,Yes,242543,-1
1589,1739,3,4,2,1928,Rural,Excellent,No,529274,-1
1590,625,4,2,3,1965,Urban,Fair,Yes,330444,-1
1591,4565,3,4,2,1915,Downtown,Fair,No,977070,-1
1592,4812,2,1,2,1938,Urban,Excellent,No,450717,-1
1593,4368,5,4,2,1976,Downtown,Fair,No,51845,-1
1594,1708,2,3,1,1936,Urban,Excellent,Yes,169342,-1
1595,3749,3,1,2,1980,Suburban,Fair,Yes,875613,-1
1596,1418,3,3,3,1920,Urban,Excellent,Yes,500479,-1
1597,4423,2,4,3,1943,Downtown,Excellent,Yes,811654,-1
1598,4903,1,3,2,2023,Rural,Excellent,No,813292,-1
1599,2469,1,1,2,1918,Rural,Good,Yes,768398,-1
1600,3293,1,3,2,1970,Rural,Fair,Yes,298850,-1
1601,1391,3,4,3,2001,Downtown,Poor,Yes,788650,-1
1602,4970,4,4,3,1907,Urban,Excellent,Yes,297688,-1
1603,2533,3,4,1,1976,Rural,Good,No,608692,-1
1604,1864,4,1,1,2000,Rural,Poor,Yes,596852,-1
1605,628,2,4,1,1965,Rural,Excellent,Yes,672186,-1
1606,1514,5,1,3,1940,Suburban,Poor,Yes,330371,-1
1607,2299,4,3,1,1974,Downtown,Good,No,570919,-1
1608,2018,1,4,2,1987,Downtown,Poor,Yes,145259,-1
1609,4681,3,3,2,1969,Downtown,Excellent,Yes,174451,-1
1610,1698,2,2,3,1960,Downtown,Poor,Yes,490691,-1
1611,4373,1,3,1,1925,Downtown,Poor,No,67215,-1
1612,2974,2,2,2,1970,Suburban,Excellent,No,180577,-1
1613,3985,5,3,3,2020,Urban,Good,Yes,832680,-1
1614,4549,3,1,1,2002,Suburban,Good,Yes,121074,-1
1615,4219,3,3,2,1982,Rural,Poor,No,989203,-1
1616,802,5,1,1,1969,Suburban,Fair,No,682909,-1
1617,4452,3,1,3,2006,Downtown,Poor,No,979958,-1
1618,1486,4,4,1,1928,Suburban,Fair,No,753577,-1
1619,2363,2,1,3,2006,Downtown,Poor,No,156759,-1
1620,4940,1,2,1,2002,Suburban,Good,Yes,178471,-1
1621,3572,5,4,2,1965,Downtown,Poor,Yes,858143,-1
1622,3624,4,4,3,1918,Rural,Poor,Yes,458275,-1
1623,1827,1,3,3,1967,Downtown,Fair,Yes,622686,-1
1624,2908,1,1,3,1957,Suburban,Good,No,837718,-1
1625,4173,5,1,1,1969,Rural,Fair,No,215369,-1
1626,3791,4,2,1,2012,Suburban,Poor,No,682592,-1
1627,4533,1,3,2,1956,Rural,Excellent,No,154959,-1
1628,1203,1,3,3,1936,Urban,Poor,No,289317,-1
1629,1074,4,4,3,1960,Urban,Poor,Yes,731845,-1
1630,3732,3,4,1,1991,Urban,Fair,Yes,372111,-1
1631,3132,1,4,1,1929,Suburban,Excellent,Yes,934235,-1
1632,4328,2,2,2,1970,Suburban,Excellent,Yes,179745,-1
1633,3730,4,2,2,1972,Rural,Fair,Yes,104583,-1
1634,988,1,4,1,1924,Rural,Good,No,698365,-1
1635,1847,5,3,3,1996,Rural,Excellent,No,494846,-1
1636,4181,2,2,2,1964,Rural,Excellent,No,161359,-1
1637,3673,1,3,1,2014,Downtown,Fair,No,601374,-1
1638,2167,2,3,1,1905,Urban,Good,No,721844,-1
1639,2137,2,1,3,1917,Downtown,Good,Yes,773983,-1
1640,4614,3,4,1,1909,Downtown,Poor,Yes,678420,-1
1641,4053,2,1,1,1991,Downtown,Poor,Yes,565329,-1
1642,1500,3,4,2,1910,Downtown,Fair,No,109263,-1
1643,1350,4,4,1,1996,Urban,Good,No,724035,-1
1644,1888,3,3,1,1964,Downtown,Fair,No,956587,-1
1645,4212,5,4,2,1976,Rural,Poor,No,110664,-1
1646,1867,1,3,3,2000,Suburban,Fair,Yes,467896,-1
1647,1321,4,3,3,1983,Rural,Fair,No,984581,-1
1648,954,4,4,2,1964,Suburban,Excellent,Yes,956906,-1
1649,2124,5,3,2,1951,Rural,Excellent,No,389112,-1
1650,3272,3,3,3,1966,Rural,Excellent,Yes,970995,-1
1651,4226,1,3,3,1981,Suburban,Poor,No,751486,-1
1652,3647,3,2,3,2004,Urban,Fair,No,817018,-1
1653,4589,2,3,3,1977,Downtown,Excellent,Yes,446608,-1
1654,2690,3,2,3,1930,Rural,Excellent,Yes,505473,-1
1655,1416,4,2,2,1990,Urban,Excellent,No,117804,-1
1656,4486,1,3,1,1916,Downtown,Poor,Yes,874832,-1
1657,3375,3,3,3,1954,Urban,Poor,No,479767,-1
1658,1940,1,2,3,2009,Urban,Fair,No,864520,-1
1659,4900,1,2,1,1992,Downtown,Fair,Yes,261087,-1
1660,1235,2,3,1,1935,Rural,Fair,No,992969,-1
1661,4068,2,3,1,2000,Urban,Excellent,No,491371,-1
1662,3838,4,4,1,1925,Rural,Good,Yes,137893,-1
1663,3515,5,2,1,1952,Rural,Poor,No,842401,-1
1664,3389,1,2,1,1916,Rural,Excellent,No,58981,-1
1665,1461,5,4,2,1985,Downtown,Excellent,No,464248,-1
1666,3489,4,2,1,1924,Suburban,Fair,No,366235,-1
1667,4348,1,1,1,1901,Rural,Fair,Yes,157154,-1
1668,1526,1,2,2,2018,Suburban,Excellent,Yes,336552,-1
1669,4365,5,4,1,1985,Suburban,Poor,Yes,729601,-1
1670,3363,3,1,3,1904,Urban,Poor,No,884372,-1
1671,3001,2,3,3,1903,Rural,Excellent,Yes,526154,-1
1672,2447,3,4,1,1935,Rural,Good,Yes,756465,-1
1673,1677,5,4,2,1905,Rural,Good,Yes,242122,-1
1674,511,2,3,3,2015,Suburban,Poor,No,53657,-1
1675,4899,3,4,2,1920,Downtown,Fair,Yes,857662,-1
1676,3864,2,2,3,1976,Suburban,Good,Yes,986184,-1
1677,3522,1,3,1,2017,Rural,Good,No,263766,-1
1678,3871,3,4,2,2000,Rural,Fair,No,659019,-1
1679,3330,2,3,2,2018,Rural,Good,No,223412,-1
1680,542,2,3,2,1988,Suburban,Excellent,No,741310,-1
1681,1443,2,3,3,1925,Rural,Good,No,713227,-1
1682,2890,3,1,3,1954,Urban,Fair,No,783902,-1
1683,3045,4,4,3,1938,Rural,Excellent,Yes,54329,-1
1684,2911,3,1,1,1983,Downtown,Good,Yes,348009,-1
1685,1504,5,4,3,1932,Urban,Poor,No,772300,-1
1686,520,3,2,1,1913,Rural,Excellent,No,569897,-1
1687,906,2,2,2,1955,Urban,Excellent,Yes,87869,-1
1688,1514,1,2,2,1999,Rural,Poor,No,247977,-1
1689,4931,3,4,1,1980,Downtown,Poor,No,956617,-1
1690,2338,3,3,3,1920,Rural,Good,Yes,548185,-1
1691,3688,2,3,1,1945,Urban,Good,No,133984,-1
1692,1214,1,1,2,1915,Downtown,Fair,No,961604,-1
1693,4646,1,1,2,2009,Suburban,Fair,Yes,151069,-1
1694,4354,5,2,1,1915,Downtown,Excellent,Yes,298577,-1
1695,4919,3,1,3,2019,Downtown,Poor,Yes,926143,-1
1696,640,1,4,3,1983,Downtown,Poor,Yes,378396,-1
1697,1463,1,4,1,1928,Urban,Fair,Yes,391530,-1
1698,872,4,1,1,1991,Downtown,Excellent,No,168728,-1
1699,4135,4,1,3,1907,Rural,Excellent,No,573846,-1
1700,3041,1,1,2,1987,Downtown,Fair,No,969215,-1
1701,4110,5,1,1,1902,Downtown,Fair,No,75801,-1
1702,2192,1,2,3,1988,Rural,Fair,No,792647,-1
1703,605,2,2,3,1918,Rural,Good,Yes,809925,-1
1704,2181,3,1,2,1996,Suburban,Excellent,No,664997,-1
1705,4597,5,4,2,1965,Downtown,Excellent,No,365414,-1
1706,4516,2,2,2,1978,Urban,Excellent,No,514838,-1
1707,3136,5,4,2,1985,Downtown,Fair,No,891967,-1
1708,2637,2,3,2,2023,Downtown,Fair,No,305560,-1
1709,3916,3,4,1,1973,Rural,Fair,Yes,818026,-1
1710,4945,3,1,3,1981,Suburban,Fair,No,782119,-1
1711,4030,4,3,1,1921,Downtown,Poor,No,66220,-1
1712,1786,2,2,1,1945,Urban,Fair,No,325536,-1
1713,3679,4,2,1,2012,Downtown,Good,No,528803,-1
1714,4154,2,3,1,1990,Urban,Poor,No,445462,-1
1715,2859,4,4,1,1912,Rural,Poor,No,332154,-1
1716,944,3,2,2,1932,Suburban,Fair,Yes,176951,-1
1717,535,5,1,2,1904,Downtown,Excellent,No,380502,-1
1718,1975,4,3,3,1989,Suburban,Fair,Yes,533419,-1
1719,4457,2,1,1,1976,Downtown,Excellent,Yes,198306,-1
1720,2298,2,3,3,1926,Urban,Fair,No,932622,-1
1721,2345,3,2,2,2020,Suburban,Fair,No,690083,-1
1722,1908,2,4,2,1977,Downtown,Excellent,No,492667,-1
1723,2208,1,3,2,1923,Rural,Excellent,Yes,959222,-1
1724,3438,5,3,1,1966,Urban,Excellent,No,175223,-1
1725,1800,4,1,1,2010,Suburban,Excellent,No,572886,-1
1726,1743,5,2,2,2014,Downtown,Good,No,649493,-1
1727,4476,3,1,3,1962,Suburban,Excellent,Yes,465000,-1
1728,3597,4,2,3,2012,Downtown,Fair,Yes,997176,-1
1729,509,4,1,2,1993,Urban,Fair,No,51082,-1
1730,2925,1,3,3,1998,Rural,Good,Yes,454364,-1
1731,2160,3,1,2,1947,Urban,Excellent,No,208566,-1
1732,3131,2,4,3,1962,Suburban,Fair,Yes,911525,-1
1733,1572,1,2,2,1977,Suburban,Good,No,364096,-1
1734,3725,1,2,3,1911,Downtown,Fair,Yes,86719,-1
1735,1816,5,3,1,1927,Urban,Good,No,98737,-1
1736,4645,5,2,2,1943,Downtown,Good,No,502669,-1
1737,4183,5,4,2,1992,Urban,Poor,Yes,157271,-1
1738,3773,1,1,3,1942,Suburban,Poor,Yes,744896,-1
1739,645,2,3,2,1916,Downtown,Excellent,Yes,231676,-1
1740,3540,4,4,2,1939,Downtown,Poor,Yes,494049,-1
1741,1962,5,2,2,1948,Urban,Good,Yes,981543,-1
1742,2084,2,2,1,1984,Rural,Fair,No,642127,-1
1743,982,3,4,1,1956,Urban,Fair,No,884363,-1
1744,3679,5,1,3,1986,Rural,Excellent,Yes,352069,-1
1745,1749,4,1,1,1983,Urban,Poor,No,232075,-1
1746,1130,3,3,3,1963,Suburban,Excellent,No,492113,-1
1747,1161,3,2,1,1974,Downtown,Good,Yes,137745,-1
1748,4003,4,4,3,1956,Urban,Poor,No,176298,-1
1749,3352,5,1,1,2020,Suburban,Excellent,No,667997,-1
